"id","sourceRoutes","global","label","kind","destination","handler","disabled","file","line","evidence"
"C0144","/admin/employees | /hr/employees","false","Form submission","save/change data","","{save}","","frontend/src/app/(app)/hr/employees/page.tsx","117","static source; conditional visibility and dynamic data require runtime QA"
"C0145","/admin/employees | /hr/employees","false","name","local state / inspect handler","","{() => setSection(name)}","","frontend/src/app/(app)/hr/employees/page.tsx","131","static source; conditional visibility and dynamic data require runtime QA"
"C0146","/admin/employees | /hr/employees","false","Cancel","local state / inspect handler","","{() => setEditing(null)}","","frontend/src/app/(app)/hr/employees/page.tsx","135","static source; conditional visibility and dynamic data require runtime QA"
"C0147","/admin/employees | /hr/employees","false","""Saving…"" / ""Save employee profile""","local state / inspect handler","","","saving","frontend/src/app/(app)/hr/employees/page.tsx","135","static source; conditional visibility and dynamic data require runtime QA"
"C0148","/hr/organization","false","Add organization unit","open/close dialog","","{() => setOpen(true)}","","frontend/src/app/(app)/hr/organization/page.tsx","19","static source; conditional visibility and dynamic data require runtime QA"
"C0149","/hr/organization","false","Form submission","save/change data","","{create}","","frontend/src/app/(app)/hr/organization/page.tsx","20","static source; conditional visibility and dynamic data require runtime QA"
"C0150","/hr/organization","false","Cancel","open/close dialog","","{() => setOpen(false)}","","frontend/src/app/(app)/hr/organization/page.tsx","20","static source; conditional visibility and dynamic data require runtime QA"
"C0151","/hr/organization","false","Add unit","local state / inspect handler","","","","frontend/src/app/(app)/hr/organization/page.tsx","20","static source; conditional visibility and dynamic data require runtime QA"
"C0152","/hr/positions","false","Add position","local state / inspect handler","","{() => open()}","","frontend/src/app/(app)/hr/positions/page.tsx","20","static source; conditional visibility and dynamic data require runtime QA"
"C0153","/hr/positions","false","Edit","local state / inspect handler","","{() => open(row)}","","frontend/src/app/(app)/hr/positions/page.tsx","22","static source; conditional visibility and dynamic data require runtime QA"
"C0154","/hr/positions","false","Form submission","save/change data","","{save}","","frontend/src/app/(app)/hr/positions/page.tsx","23","static source; conditional visibility and dynamic data require runtime QA"
"C0155","/hr/positions","false","Cancel","local state / inspect handler","","{() => setEditing(null)}","","frontend/src/app/(app)/hr/positions/page.tsx","23","static source; conditional visibility and dynamic data require runtime QA"
"C0156","/hr/positions","false","Save","local state / inspect handler","","","","frontend/src/app/(app)/hr/positions/page.tsx","23","static source; conditional visibility and dynamic data require runtime QA"
"C0157","/hr/recruitment","false","hrT(""Add candidate"")","local state / inspect handler","","{() => openCandidate()}","","frontend/src/app/(app)/hr/recruitment/page.tsx","217","static source; conditional visibility and dynamic data require runtime QA"
"C0158","/hr/recruitment","false","hrT(""View / edit"")","local state / inspect handler","","{() => openCandidate(candidate)}","","frontend/src/app/(app)/hr/recruitment/page.tsx","261","static source; conditional visibility and dynamic data require runtime QA"
"C0159","/hr/recruitment","false","Form submission","save/change data","","{saveCandidate}","","frontend/src/app/(app)/hr/recruitment/page.tsx","277","static source; conditional visibility and dynamic data require runtime QA"
"C0160","/hr/recruitment","false","hrT(""Cancel"")","local state / inspect handler","","{() => setEditing(null)}","","frontend/src/app/(app)/hr/recruitment/page.tsx","328","static source; conditional visibility and dynamic data require runtime QA"
"C0161","/hr/recruitment","false","`${hrT(""Saving"")}…` / hrT(""Save candidate"")","local state / inspect handler","","","isSaving","frontend/src/app/(app)/hr/recruitment/page.tsx","329","static source; conditional visibility and dynamic data require runtime QA"
"C0162","/hr/settings","false","Form submission","save/change data","","{save}","","frontend/src/app/(app)/hr/settings/page.tsx","8","static source; conditional visibility and dynamic data require runtime QA"
"C0163","/hr/settings","false","Save HR settings","local state / inspect handler","","","","frontend/src/app/(app)/hr/settings/page.tsx","8","static source; conditional visibility and dynamic data require runtime QA"
"C0164","/inventory/accessory-pricing","false","Remove accessory","local state / inspect handler","","{() => removeRow(request, index)}","!isEditing || rows.length === 1","frontend/src/app/(app)/inventory/accessory-pricing/page.tsx","149","static source; conditional visibility and dynamic data require runtime QA"
"C0165","/inventory/accessory-pricing","false","Edit","local state / inspect handler","","{() => beginEdit(request)}","isEditing || savingId === request.id","frontend/src/app/(app)/inventory/accessory-pricing/page.tsx","156","static source; conditional visibility and dynamic data require runtime QA"
"C0166","/inventory/accessory-pricing","false","Saving… / Save","save/change data","","{() => save(request)}","!isEditing || savingId === request.id","frontend/src/app/(app)/inventory/accessory-pricing/page.tsx","157","static source; conditional visibility and dynamic data require runtime QA"
"C0167","/inventory/accessory-pricing","false","Add accessory","local state / inspect handler","","{() => addRow(request)}","","frontend/src/app/(app)/inventory/accessory-pricing/page.tsx","161","static source; conditional visibility and dynamic data require runtime QA"
"C0168","/inventory/archive","false","Return to inventory","local state / inspect handler","","{() => openRestore(batch)}","","frontend/src/app/(app)/inventory/archive/page.tsx","137","static source; conditional visibility and dynamic data require runtime QA"
"C0169","/inventory/archive","false","Back to fabric inventory","open page/link","/inventory?group=materials","","","frontend/src/app/(app)/inventory/archive/page.tsx","155","static source; conditional visibility and dynamic data require runtime QA"
"C0170","/inventory/archive","false","Form submission","filter/select/expand","","{submitSearch}","","frontend/src/app/(app)/inventory/archive/page.tsx","164","static source; conditional visibility and dynamic data require runtime QA"
"C0171","/inventory/archive","false","Clear","filter/select/expand","","{clearSearch}","","frontend/src/app/(app)/inventory/archive/page.tsx","174","static source; conditional visibility and dynamic data require runtime QA"
"C0172","/inventory/archive","false","Search","submit form","","","","frontend/src/app/(app)/inventory/archive/page.tsx","179","static source; conditional visibility and dynamic data require runtime QA"
"C0173","/inventory/archive","false","Form submission","save/change data","","{restoreBatch}","","frontend/src/app/(app)/inventory/archive/page.tsx","220","static source; conditional visibility and dynamic data require runtime QA"
"C0174","/inventory/archive","false","Cancel","local state / inspect handler","","{() => setRestoring(null)}","saving","frontend/src/app/(app)/inventory/archive/page.tsx","233","static source; conditional visibility and dynamic data require runtime QA"
"C0175","/inventory/archive","false","Loading... / Return to inventory","submit form","","","saving || !restoreQuantity || restoreReason.trim().length < 3","frontend/src/app/(app)/inventory/archive/page.tsx","234","static source; conditional visibility and dynamic data require runtime QA"
"C0176","/inventory/batches","false","reservation.reservation_no - Number(reservation.remaining_quantity || 0).toFixed(2) reservation.unit","open page/link","`/production-orders/${reservation.production_order_id}`","","","frontend/src/app/(app)/inventory/batches/page.tsx","87","static source; conditional visibility and dynamic data require runtime QA"
"C0177","/inventory/cutting-fabric-usage","false","Form submission","filter/select/expand","","{apply}","","frontend/src/app/(app)/inventory/cutting-fabric-usage/page.tsx","79","static source; conditional visibility and dynamic data require runtime QA"
"C0178","/inventory/cutting-fabric-usage","false","Apply","submit form","","","!validDates","frontend/src/app/(app)/inventory/cutting-fabric-usage/page.tsx","95","static source; conditional visibility and dynamic data require runtime QA"
"C0179","/inventory/cutting-fabric-usage","false","Clear filters","filter/select/expand","","{clear}","","frontend/src/app/(app)/inventory/cutting-fabric-usage/page.tsx","98","static source; conditional visibility and dynamic data require runtime QA"
"C0180","/inventory/cutting-fabric-usage","false","Refresh","local state / inspect handler","","{() => mutate()}","isValidating","frontend/src/app/(app)/inventory/cutting-fabric-usage/page.tsx","99","static source; conditional visibility and dynamic data require runtime QA"
